first_date,last_date,person,name,allegation,text,corruption,crime,elections,ethics,resolved,sexual-harassment-abuse,unresolved,censure,conviction,exclusion,expulsion,plea,reprimand,resignation,settlement
2016-05-18,2018-11-16,412552,Mark Meadows,retaining an employee through 2015 who did not perform duties after 2014 commensurate with the compensation the employee received,"In 2016 Meadows was investigated for retaining an employee through 2015 who did not perform duties after 2014 commensurate with the compensation the employee received. This employee, Mr. West, had been demoted after Meadows learned of West's sexual harassment of other Meadows' staff. Meadows commissioned his own investigation and ignored the recommendation to fire West. Further, Meadows did not seek guidance on whether continuing to pay West was in accordance with House Rules and his separatist approach to keeping West on staff, but away from women staff was effectively discriminatory since it precluded their access to to Meadows. For these reasons, the Committee [unanimously voted to reprove Meadows and to require him to repay West's excess two month's salary of $40,625.02](https://ethics.house.gov/sites/ethics.house.gov/files/Meadows%20Report%20FINAL%20with%20sigs.pdf).",,,,X,X,X,,,,,,,X,,
2014-11-10,2016-07-04,400431,Ed Whitfield,permitting his spouse to lobby him and/or his congressional staff from 2011 to 2014,In 2016 Whitfield received a letter of reproval for permitting his spouse to lobby him and/or his congressional staff from 2011 to 2014. The House Committee on Ethics found the violation occured and that [the report would be the reproval](https://www.congress.gov/114/crpt/hrpt687/CRPT-114hrpt687.pdf).,,,,X,X,,,,,,,,X,,
2012-05-09,2016-06-24,412196,Vern Buchanan,improperly influencing a witness before the FEC and illegally reimbursing campaign contributors,"In 2012 Buchanan was investigated for improperly influencing a witness before the FEC and illegally reimbursing campaign contributors. The House Committee on Ethics concluded that there was insufficient evidence on the allegation of witness tampering, but that [the illegal reimbursements did occur, albeit without the representative's knowledge](https://www.congress.gov/114/crpt/hrpt643/CRPT-114hrpt643.pdf).",,,X,X,X,,,,,,,,,,
2016-06-24,2016,400130,Chaka Fattah,"conspiracy, racketeering, bribery, fraud, falsification of records, making false statements, and money laundering after a 2015 House investigation had been launched","In 2016 Fattah was convicted for conspiracy, racketeering, bribery, fraud, falsification of records, making false statements, and money laundering after a 2015 House investigation had been launched. The House Committee on Ethics [ended its investigation when Fattah resigned](https://www.congress.gov/114/crpt/hrpt910/CRPT-114hrpt910.pdf). Fattah resigned in 2016, two days after being convicted of the charges. He is currently serving a ten year sentence.",X,,,,X,,,,X,,,,,X,
2015-12-14,2015-12-14,412308,Jared Polis,endorsement of commercial products,In 2015 Polis was investigated for official endorsement of commercial products. The House Committee on Ethics [concluded that no action was needed](https://www.congress.gov/114/crpt/hrpt381/CRPT-114hrpt381.pdf).,,,,X,X,,,,,,,,,,
2015-11-18,2019-01-02,412551,Robert Pittenger,"compensation for his involvement with a fiduciary business, a real estate investment firm known as Pittenger Land Investments, Inc.","In 2015 Pittenger was investigated for compensation for his involvement with a fiduciary business, a real estate investment firm known as Pittenger Land Investments, Inc. The House Committee on Ethics [deferred to the Department of Justice](https://ethics.house.gov/press-release/statement-chairman-and-ranking-member-committee-ethics-regarding-representative-robe-2). In May 2017, the [FBI closed the investigation](http://www.charlotteobserver.com/news/business/article148497229.html) without making any charges. The Committee ceased investigating with the end of the 115th Congress because Pittenger lost his election and they no longer had jurisdiction.",,,,X,X,,,,,,,,,,
2015-09-28,2018-04-12,412482,Blake Farenthold,sexual harassment on the basis of a 2014 lawsuit filed against him alleging sexual harassment,"In 2015 Farenthold was investigated for sexual harassment on the basis of a 2014 lawsuit filed against him alleging sexual harassment. The [lawsuit was resolved in 2015](http://www.rollcall.com/news/home/farenthold-sexual-harassment-case-settled-court) with a [taxpayer-funded settlement](https://www.politico.com/story/2017/12/01/blake-farenthold-taxpayer-funds-sexual-harassment-274458) that was revealed in 2017, and the House Committee on Ethics investigation was re-opened. On April 6, 2018, Farenthold resigned. On April 12, the House Committee on Ethics [closed the investigation due to loss of jurisdiction](https://ethics.house.gov/press-release/statement-chairwoman-and-ranking-member-committee-ethics-regarding-representative-17).",X,,X,,X,X,,,,,,,,X,X
2015-05-08,2015-07-31,412558,Michelle Lujan Grisham,travel funded or organized by one or more entities prohibited from providing congressional travel,In 2015 Grisham was investigated for travel funded or organized by one or more entities prohibited from providing congressional travel. The House Committee on Ethics [concluded implicated House members did not intentionally accept gifts from prohibited entities](https://www.congress.gov/114/crpt/hrpt239/CRPT-114hrpt239.pdf).,,,,X,X,,,,,,,,,,
2015-05-08,2015-07-31,400271,Gregory W. Meeks,travel funded or organized by one or more entities prohibited from providing congressional travel,In 2015 Meeks was investigated for travel funded or organized by one or more entities prohibited from providing congressional travel. The House Committee on Ethics [concluded implicated House members did not intentionally accept gifts from prohibited entities](https://www.congress.gov/114/crpt/hrpt239/CRPT-114hrpt239.pdf).,,,,X,X,,,,,,,,,,
2015-05-08,2015-07-31,400652,Ted Poe,travel funded or organized by one or more entities prohibited from providing congressional travel,In 2015 Poe was investigated for travel funded or organized by one or more entities prohibited from providing congressional travel. The House Committee on Ethics [concluded implicated House members did not intentionally accept gifts from prohibited entities](https://www.congress.gov/114/crpt/hrpt239/CRPT-114hrpt239.pdf).,,,,X,X,,,,,,,,,,
2015-05-08,2015-07-31,412567,Jim Bridenstine,travel funded or organized by one or more entities prohibited from providing congressional travel,In 2015 Bridenstine was investigated for travel funded or organized by one or more entities prohibited from providing congressional travel. The House Committee on Ethics [concluded implicated House members did not intentionally accept gifts from prohibited entities](https://www.congress.gov/114/crpt/hrpt239/CRPT-114hrpt239.pdf).,,,,X,X,,,,,,,,,,
2015-05-08,2015-07-31,412221,Yvette D. Clarke,travel funded or organized by one or more entities prohibited from providing congressional travel,In 2015 Clarke was investigated for travel funded or organized by one or more entities prohibited from providing congressional travel. The House Committee on Ethics [concluded implicated House members did not intentionally accept gifts from prohibited entities](https://www.congress.gov/114/crpt/hrpt239/CRPT-114hrpt239.pdf).,,,,X,X,,,,,,,,,,
2015-05-08,2015-07-31,400093,Danny K. Davis,travel funded or organized by one or more entities prohibited from providing congressional travel,In 2015 Davis was investigated for travel funded or organized by one or more entities prohibited from providing congressional travel. The House Committee on Ethics [concluded implicated House members did not intentionally accept gifts from prohibited entities](https://www.congress.gov/114/crpt/hrpt239/CRPT-114hrpt239.pdf).,,,,X,X,,,,,,,,,,
2015-05-08,2015-07-31,400199,Sheila Jackson Lee,travel funded or organized by one or more entities prohibited from providing congressional travel,In 2015 Lee was investigated for travel funded or organized by one or more entities prohibited from providing congressional travel. The House Committee on Ethics [concluded implicated House members did not intentionally accept gifts from prohibited entities](https://www.congress.gov/114/crpt/hrpt239/CRPT-114hrpt239.pdf).,,,,X,X,,,,,,,,,,
2015-05-08,2015-07-31,412290,Leonard Lance,travel funded or organized by one or more entities prohibited from providing congressional travel,In 2015 Lance was investigated for travel funded or organized by one or more entities prohibited from providing congressional travel. The House Committee on Ethics [concluded implicated House members did not intentionally accept gifts from prohibited entities](https://www.congress.gov/114/crpt/hrpt239/CRPT-114hrpt239.pdf).,,,,X,X,,,,,,,,,,
2015-05-08,2016,400179,Rubén Hinojosa,travel funded or organized by one or more entities prohibited from providing congressional travel,In 2015 Hinojosa was investigated for travel funded or organized by one or more entities prohibited from providing congressional travel. The House Committee on Ethics [concluded implicated House members did not intentionally accept gifts from prohibited entities](https://www.congress.gov/114/crpt/hrpt239/CRPT-114hrpt239.pdf). Hinojosa did not seek reelection in 2016.,,,,X,X,,,,,,,,,,
2012-08-30,2017-01-02,412314,Aaron Schock,soliciting campaign contributions in excess of legally allowed amounts,"In 2018 Schock will be tried for soliciting campaign contributions in excess of legally allowed amounts. In 2013, the House Committee on Ethics [published the Office of Congressional Ethics Report and Findings and Rep. Schock's response](https://ethics.house.gov/press-release/statement-chairman-and-ranking-member-committee-ethics-regarding-representative-aaro-0). In 2015, Schock resigned [amid a host of allegations](https://en.wikipedia.org/wiki/Aaron_Schock#Use_of_funds_scandal) of improper use of campaign funds.",,X,X,X,X,,,,,,,,,X,
